fid,id sistema,id ruta,nombre,nombre completo,grupo,modalidad,subsistema,tipo unidad,longitud,zona
"298","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"299","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"300","168","140",13M,13 Pedregal - San Bernabe,Tierra Y Libertada,Metrobus,NP,Panoramica,27.07,Limite Municipal
"301","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"302","174","144",308A,308 Chipinque Centro - Alfa,Ctm Feat,Microbus,PTE,Midibus,19.03,Limite Municipal
"303","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"304","176","160","301",301 Revolucion,Ctm Gpe,Microbus,SUR,Midibus,21.16,Limite Municipal
"305","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"306","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"307","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"308","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"309","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"310","178","168",330UP,330 Unidad Piloto,Ctm Gpe,Microbus,OTE,Midibus,32.48,Limite Municipal
"311","179","169",330D,330 Delfines,Ctm Gpe,Microbus,OTE,Midibus,32.98,Limite Municipal
"312","179","169",330D,330 Delfines,Ctm Gpe,Microbus,OTE,Midibus,32.98,Limite Municipal
"313","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"314","180","175",334KD,334 Kir Directo,Ctm Feat,Microbus,ZN,Midibus Panoramico,35,Limite Municipal
"315","181","176",334FV,334 Fidel Velazquez - Casa Blanca,Ctm Feat,Microbus,ZN,Midibus Panoramico,0,Limite Municipal
"316","181","176",334FV,334 Fidel Velazquez - Casa Blanca,Ctm Feat,Microbus,ZN,Midibus Panoramico,0,Limite Municipal
"317","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"318","184","50",207A,207 Penitenciaria,Martinez Garcia,Periferica,ZN,Panoramica,41.54,Limite Municipal
"319","185","51",207B,207 Escobedo,Martinez Garcia,Periferica,ZN,Panoramica,39.9,Limite Municipal
"320","184","50",207A,207 Penitenciaria,Martinez Garcia,Periferica,ZN,Panoramica,41.54,Limite Municipal
"321","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"322","185","51",207B,207 Escobedo,Martinez Garcia,Periferica,ZN,Panoramica,39.9,Limite Municipal
"323","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"324","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"325","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"326","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"327","224","173",218J,218 Inf La Joya - Pablo Livas,Ctm Feat,Radial,OTE,Panoramica,52.02,Limite Municipal
"328","188","90","203",203 Santa Catarina - Punta De La Loma,Transregio,Periferica,PTE,Panoramica,73.95,Limite Municipal
"329","241","90","203",203 Santa Catarina - Punta De La Loma,Transregio,Periferica,PTE,Panoramica,73.95,Limite Municipal
"330","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"331","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"332","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"333","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"334","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"335","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"336","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"337","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"338","191","117","214",214 Guadalupe San Pedro,Lazcano,Periferica,OTE,Panoramica,67.31,Limite Municipal
"339","192","118",214S,214 Guadalupe San Pedro - Sauces,Lazcano,Periferica,OTE,Panoramica,69.82,Limite Municipal
"340","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"341","215","153",117G,117 Guerrero,Ctm Feat,Radial,NO,Panoramica,32.82,Limite Municipal
"342","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"343","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"344","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"345","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"346","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"347","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"348","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"349","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"350","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"351","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"352","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"353","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"354","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"355","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"356","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"357","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"358","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"359","216","154","86",86 Unidad Laboral,Ctm Feat,Radial,NO,Panoramica,35.43,Limite Municipal
"360","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"361","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"362","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"363","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"364","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"365","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"366","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"367","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"368","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"369","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"370","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"371","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"372","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"373","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"374","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"375","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"376","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"377","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"378","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"379","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"380","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"381","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"382","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"383","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"384","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"385","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"386","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"387","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"388","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"389","216","154","86",86 Unidad Laboral,Ctm Feat,Radial,NO,Panoramica,35.43,Limite Municipal
"390","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"391","228","186",55J,55  Joyas - Ayala,Ctm Feat,Radial,ZN,Panoramica,40.24,Limite Municipal
"392","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"393","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"394","212","147",73V,73 Tierra Propia - 20 De Nov.,Ctm Gpe.,Radial,OTE,Panoramica,46.44,Limite Municipal
"395","213","148",73Z,73 Tierra Propia - Zertuche,Ctm Gpe,Radial,OTE,Panoramica,44.2,Limite Municipal
"396","214","150",117A,117 Mercado De Abastos,Ctm Feat,Radial,NO,Panoramica,32.46,Limite Municipal
"397","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"398","214","150",117A,117 Mercado De Abastos,Ctm Feat,Radial,NO,Panoramica,32.46,Limite Municipal
"399","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"400","215","153",117G,117 Guerrero,Ctm Feat,Radial,NO,Panoramica,32.82,Limite Municipal
"401","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"402","216","154","86",86 Unidad Laboral,Ctm Feat,Radial,NO,Panoramica,35.43,Limite Municipal
"403","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"404","216","154","86",86 Unidad Laboral,Ctm Feat,Radial,NO,Panoramica,35.43,Limite Municipal
"405","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"406","216","154","86",86 Unidad Laboral,Ctm Feat,Radial,NO,Panoramica,35.43,Limite Municipal
"407","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"408","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"409","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"410","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"411","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"412","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"413","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"414","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"415","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"416","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"417","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"418","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"419","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"420","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"421","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"422","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"423","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"424","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"425","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"426","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"427","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"428","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"429","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"430","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"431","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"432","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"433","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"434","224","173",218J,218 Inf La Joya - Pablo Livas,Ctm Feat,Radial,OTE,Panoramica,52.02,Limite Municipal
"435","225","174",218R,218 Azteca Rosita,Ctm Feat,Radial,OTE,Panoramica,44.3,Limite Municipal
"436","224","173",218J,218 Inf La Joya - Pablo Livas,Ctm Feat,Radial,OTE,Panoramica,52.02,Limite Municipal
"437","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"438","225","174",218R,218 Azteca Rosita,Ctm Feat,Radial,OTE,Panoramica,44.3,Limite Municipal
"439","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"440","227","185",55TG,55 Topo Grande,Ctm Snat,Radial,ZN,Panoramica,40.38,Limite Municipal
"441","228","186",55J,55  Joyas - Ayala,Ctm Feat,Radial,ZN,Panoramica,40.24,Limite Municipal
"442","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"443","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"444","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"445","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"446","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"447","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"448","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"449","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"450","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"451","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"452","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"453","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"454","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"455","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"456","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"457","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"458","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"459","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"460","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"461","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"462","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"463","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"464","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"465","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"466","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"467","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"468","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"469","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"470","11","49",35S,38 Solidaridad,Ctm Feat,Alimentadora,LRC,Panoramica,13.06,Limite Municipal
"471","2","15",310AN,310 Sta Martha - Hipermart Norte,Ctm Feat,Alimentadora,LRC,Midibus Panoramico,21,Limite Municipal
"472","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"473","186","88","208",208 Escobeddo San Rafael,Transregio,Periferica,ZN,Panoramica,68.53,Limite Municipal
"474","2","15",310AN,310 Sta Martha - Hipermart Norte,Ctm Feat,Alimentadora,LRC,Midibus Panoramico,21,Limite Municipal
"475","114","228",TRMR,,,,,,0,Limite Municipal
"476","2","15",310AN,310 Sta Martha - Hipermart Norte,Ctm Feat,Alimentadora,LRC,Midibus Panoramico,21,Limite Municipal
"477","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"478","2","15",310AN,310 Sta Martha - Hipermart Norte,Ctm Feat,Alimentadora,LRC,Midibus Panoramico,21,Limite Municipal
"479","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"480","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"481","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"482","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"483","11","49",35S,38 Solidaridad,Ctm Feat,Alimentadora,LRC,Panoramica,13.06,Limite Municipal
"484","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"485","166","134","412",412 Solidaridad,Transregio,Metrobus,NP,Panoramica,26.31,Limite Municipal
"486","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"487","166","134","412",412 Solidaridad,Transregio,Metrobus,NP,Panoramica,26.31,Limite Municipal
"488","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"489","184","50",207A,207 Penitenciaria,Martinez Garcia,Periferica,ZN,Panoramica,41.54,Limite Municipal
"490","185","51",207B,207 Escobedo,Martinez Garcia,Periferica,ZN,Panoramica,39.9,Limite Municipal
"491","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"492","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"493","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"494","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"495","89","191","323",,,,,,0,Limite Municipal
"496","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"497","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"498","95","208",116T,,,,,,0,Limite Municipal
"499","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"500","95","208",116T,,,,,,0,Limite Municipal
"501","112","226",326PG,,,,,,0,Limite Municipal
"502","98","211","64",,,,,,0,Limite Municipal
"503","99","212","313",,,,,,0,Limite Municipal
"504","98","211","64",,,,,,0,Limite Municipal
"505","100","213","205",,,,,,0,Limite Municipal
"506","99","212","313",,,,,,0,Limite Municipal
"507","108","221",39N,,,,,,0,Limite Municipal
"508","99","212","313",,,,,,0,Limite Municipal
"509","109","222",39G,,,,,,0,Limite Municipal
"510","99","212","313",,,,,,0,Limite Municipal
